datetime,open,high,low,close,volume,open_interest
2024-01-01 05:40:00,30940.81,31034.57,30932.26,31009.04,240.78,0.0
2024-01-01 05:41:00,31009.04,31069.97,30981.88,31061.78,86.84,0.0
2024-01-01 05:42:00,31061.78,31068.45,30964.99,30978.53,137.40,0.0
2024-01-01 05:43:00,30978.53,31022.38,30976.93,31021.58,175.50,0.0
2024-01-01 05:44:00,31021.58,31050.23,31020.74,31038.98,282.71,0.0
2024-01-01 05:45:00,31038.98,31198.47,31019.48,31173.29,247.85,0.0
2024-01-01 05:46:00,31173.29,31225.13,31152.41,31200.23,84.70,0.0
2024-01-01 05:47:00,31200.23,31251.88,31186.78,31230.71,51.31,0.0
2024-01-01 05:48:00,31230.71,31288.09,31214.25,31263.04,231.81,0.0
2024-01-01 05:49:00,31263.04,31298.71,31259.70,31282.88,122.03,0.0
2024-01-01 05:50:00,31282.88,31296.52,31259.06,31283.92,164.28,0.0
2024-01-01 05:51:00,31283.92,31303.96,31256.77,31300.63,199.18,0.0
2024-01-01 05:52:00,31300.63,31360.46,31296.33,31353.20,157.31,0.0
2024-01-01 05:53:00,31353.20,31381.13,31345.99,31362.68,154.14,0.0
2024-01-01 05:54:00,31362.68,31391.92,31356.33,31358.36,181.51,0.0
2024-01-01 05:55:00,31358.36,31373.58,31318.36,31348.01,188.54,0.0
2024-01-01 05:56:00,31348.01,31367.08,31287.76,31317.20,113.41,0.0
2024-01-01 05:57:00,31317.20,31350.15,31293.54,31349.67,136.20,0.0
2024-01-01 05:58:00,31349.67,31372.81,31325.25,31347.30,133.13,0.0
2024-01-01 05:59:00,31347.30,31348.63,31278.45,31294.83,253.38,0.0
2024-01-01 06:00:00,31294.83,31343.59,31273.97,31329.66,207.93,0.0
2024-01-01 06:01:00,31329.66,31419.07,31327.76,31394.73,244.05,0.0
2024-01-01 06:02:00,31394.73,31396.04,31359.50,31365.49,60.48,0.0
2024-01-01 06:03:00,31365.49,31404.99,31350.03,31376.99,297.28,0.0
2024-01-01 06:04:00,31376.99,31399.59,31344.35,31350.08,139.24,0.0
2024-01-01 06:05:00,31350.08,31373.51,31318.30,31344.28,132.98,0.0
2024-01-01 06:06:00,31344.28,31400.32,31321.98,31373.63,273.66,0.0
2024-01-01 06:07:00,31373.63,31414.22,31344.42,31402.62,174.05,0.0
2024-01-01 06:08:00,31402.62,31418.20,31289.50,31313.53,231.77,0.0
2024-01-01 06:09:00,31313.53,31318.90,31295.46,31316.53,255.59,0.0
2024-01-01 06:10:00,31316.53,31318.94,31264.31,31284.14,126.62,0.0
2024-01-01 06:11:00,31284.14,31302.22,31262.63,31275.41,222.44,0.0
2024-01-01 06:12:00,31275.41,31301.51,31258.82,31269.40,299.54,0.0
2024-01-01 06:13:00,31269.40,31287.88,31240.00,31279.65,286.98,0.0
2024-01-01 06:14:00,31279.65,31341.91,31255.61,31331.01,219.85,0.0
2024-01-01 06:15:00,31331.01,31385.88,31326.73,31357.29,201.89,0.0
2024-01-01 06:16:00,31357.29,31361.59,31333.94,31359.57,141.58,0.0
2024-01-01 06:17:00,31359.57,31371.06,31332.11,31349.13,201.27,0.0
2024-01-01 06:18:00,31349.13,31360.29,31283.99,31306.88,193.48,0.0
2024-01-01 06:19:00,31306.88,31322.77,31206.54,31218.48,212.39,0.0
2024-01-01 06:20:00,31218.48,31240.55,31202.96,31217.93,146.75,0.0
2024-01-01 06:21:00,31217.93,31253.61,31210.07,31236.76,115.07,0.0
2024-01-01 06:22:00,31236.76,31245.32,31081.76,31109.25,172.80,0.0
2024-01-01 06:23:00,31109.25,31156.14,31083.67,31152.46,163.01,0.0
2024-01-01 06:24:00,31152.46,31188.61,31132.00,31185.97,261.38,0.0
2024-01-01 06:25:00,31185.97,31195.56,31148.15,31158.58,66.23,0.0
2024-01-01 06:26:00,31158.58,31184.12,31054.10,31075.45,281.83,0.0
2024-01-01 06:27:00,31075.45,31094.59,31027.59,31051.40,177.19,0.0
2024-01-01 06:28:00,31051.40,31072.77,31027.69,31068.60,56.57,0.0
2024-01-01 06:29:00,31068.60,31101.37,31057.54,31084.75,250.92,0.0
2024-01-01 06:30:00,31084.75,31087.33,31020.75,31030.03,299.90,0.0
2024-01-01 06:31:00,31030.03,31051.59,30993.96,31009.73,242.29,0.0
2024-01-01 06:32:00,31009.73,31042.94,30990.46,31013.76,162.49,0.0
2024-01-01 06:33:00,31013.76,31034.17,30986.29,30996.62,269.49,0.0
2024-01-01 06:34:00,30996.62,31009.59,30967.63,31004.13,158.15,0.0
2024-01-01 06:35:00,31004.13,31031.45,30942.85,30944.51,81.04,0.0
2024-01-01 06:36:00,30944.51,30964.27,30923.23,30954.59,136.51,0.0
2024-01-01 06:37:00,30954.59,30998.65,30927.74,30970.42,261.48,0.0
2024-01-01 06:38:00,30970.42,30986.95,30962.44,30966.20,125.71,0.0
2024-01-01 06:39:00,30966.20,31034.81,30951.12,31018.81,92.16,0.0
